Timestamp,Hour,Minute,DayOfWeek,Total_Usage_W
2024-01-07 04:05:00,4,5,6,2382.37
2024-01-07 04:10:00,4,10,6,2384.65
2024-01-07 04:15:00,4,15,6,2383.78
2024-01-07 04:20:00,4,20,6,2377.22
2024-01-07 04:25:00,4,25,6,2380.27
2024-01-07 04:30:00,4,30,6,1682.32
2024-01-07 04:35:00,4,35,6,1676.15
2024-01-07 04:40:00,4,40,6,1680.75
2024-01-07 04:45:00,4,45,6,1676.72
2024-01-07 04:50:00,4,50,6,1681.31
2024-01-07 04:55:00,4,55,6,1682.48
2024-01-07 05:00:00,5,0,6,2376.36
2024-01-07 05:05:00,5,5,6,2383.36
2024-01-07 05:10:00,5,10,6,2376.18
2024-01-07 05:15:00,5,15,6,2378.61
2024-01-07 05:20:00,5,20,6,2378.59
2024-01-07 05:25:00,5,25,6,2377.82
2024-01-07 05:30:00,5,30,6,1676.41
2024-01-07 05:35:00,5,35,6,1676.57
2024-01-07 05:40:00,5,40,6,1684.34
2024-01-07 05:45:00,5,45,6,1684.75
2024-01-07 05:50:00,5,50,6,1682.75
2024-01-07 05:55:00,5,55,6,1681.03
2024-01-07 06:00:00,6,0,6,2299.21
2024-01-07 06:05:00,6,5,6,2298.03
2024-01-07 06:10:00,6,10,6,2298.2
2024-01-07 06:15:00,6,15,6,2304.27
2024-01-07 06:20:00,6,20,6,2295.05
2024-01-07 06:25:00,6,25,6,2304.61
2024-01-07 06:30:00,6,30,6,1601.74
2024-01-07 06:35:00,6,35,6,1598.77
2024-01-07 06:40:00,6,40,6,1601.8
2024-01-07 06:45:00,6,45,6,1602.77
2024-01-07 06:50:00,6,50,6,1602.59
2024-01-07 06:55:00,6,55,6,1599.25
2024-01-07 07:00:00,7,0,6,2297.1
2024-01-07 07:05:00,7,5,6,2300.2
2024-01-07 07:10:00,7,10,6,2298.76
2024-01-07 07:15:00,7,15,6,2300.38
2024-01-07 07:20:00,7,20,6,2298.52
2024-01-07 07:25:00,7,25,6,2295.46
2024-01-07 07:30:00,7,30,6,1602.67
2024-01-07 07:35:00,7,35,6,1602.36
2024-01-07 07:40:00,7,40,6,1599.59
2024-01-07 07:45:00,7,45,6,1603.07
2024-01-07 07:50:00,7,50,6,1596.1
2024-01-07 07:55:00,7,55,6,1601.86
2024-01-07 08:00:00,8,0,6,3227.69
2024-01-07 08:05:00,8,5,6,3229.63
2024-01-07 08:10:00,8,10,6,3225.1
2024-01-07 08:15:00,8,15,6,3231.01
2024-01-07 08:20:00,8,20,6,3226.28
2024-01-07 08:25:00,8,25,6,3233.24
2024-01-07 08:30:00,8,30,6,2533.05
2024-01-07 08:35:00,8,35,6,2530.71
2024-01-07 08:40:00,8,40,6,2529.91
2024-01-07 08:45:00,8,45,6,2529.47
2024-01-07 08:50:00,8,50,6,2530.19
2024-01-07 08:55:00,8,55,6,2530.56
2024-01-07 09:00:00,9,0,6,3232.89
2024-01-07 09:05:00,9,5,6,3233.67
2024-01-07 09:10:00,9,10,6,3225.22
2024-01-07 09:15:00,9,15,6,3234.01
2024-01-07 09:20:00,9,20,6,3231.03
2024-01-07 09:25:00,9,25,6,3228.17
2024-01-07 09:30:00,9,30,6,2527.37
2024-01-07 09:35:00,9,35,6,2525.41
2024-01-07 09:40:00,9,40,6,2531.91
2024-01-07 09:45:00,9,45,6,2531.91
2024-01-07 09:50:00,9,50,6,2527.77
2024-01-07 09:55:00,9,55,6,2530.61
2024-01-07 10:00:00,10,0,6,3902.49
2024-01-07 10:05:00,10,5,6,3897.89
2024-01-07 10:10:00,10,10,6,3904.62
2024-01-07 10:15:00,10,15,6,3899.56
2024-01-07 10:20:00,10,20,6,3899.48
2024-01-07 10:25:00,10,25,6,3896.37
2024-01-07 10:30:00,10,30,6,3195.7
2024-01-07 10:35:00,10,35,6,3200.41
2024-01-07 10:40:00,10,40,6,3198.89
2024-01-07 10:45:00,10,45,6,3197.59
2024-01-07 10:50:00,10,50,6,3200.01
2024-01-07 10:55:00,10,55,6,3200.95
2024-01-07 11:00:00,11,0,6,2576.19
2024-01-07 11:05:00,11,5,6,2582.84
2024-01-07 11:10:00,11,10,6,2577.24
2024-01-07 11:15:00,11,15,6,2578.5
2024-01-07 11:20:00,11,20,6,2576.82
2024-01-07 11:25:00,11,25,6,2575.42
2024-01-07 11:30:00,11,30,6,1879.73
2024-01-07 11:35:00,11,35,6,1882.41
2024-01-07 11:40:00,11,40,6,1878.87
2024-01-07 11:45:00,11,45,6,1876.43
2024-01-07 11:50:00,11,50,6,1882.96
2024-01-07 11:55:00,11,55,6,1875.0
2024-01-07 12:00:00,12,0,6,3902.8
2024-01-07 12:05:00,12,5,6,3897.75
2024-01-07 12:10:00,12,10,6,3904.99
2024-01-07 12:15:00,12,15,6,3899.38
2024-01-07 12:20:00,12,20,6,3900.08
2024-01-07 12:25:00,12,25,6,3901.62
2024-01-07 12:30:00,12,30,6,3198.39
2024-01-07 12:35:00,12,35,6,3195.63
2024-01-07 12:40:00,12,40,6,3198.29
2024-01-07 12:45:00,12,45,6,3204.88
2024-01-07 12:50:00,12,50,6,3195.34
2024-01-07 12:55:00,12,55,6,3202.6
2024-01-07 13:00:00,13,0,6,1383.45
2024-01-07 13:05:00,13,5,6,1383.25
2024-01-07 13:10:00,13,10,6,1378.49
2024-01-07 13:15:00,13,15,6,1381.42
2024-01-07 13:20:00,13,20,6,1384.99
2024-01-07 13:25:00,13,25,6,1379.39
2024-01-07 13:30:00,13,30,6,682.72
2024-01-07 13:35:00,13,35,6,676.58
2024-01-07 13:40:00,13,40,6,675.33
2024-01-07 13:45:00,13,45,6,677.18
2024-01-07 13:50:00,13,50,6,675.31
2024-01-07 13:55:00,13,55,6,683.09
2024-01-07 14:00:00,14,0,6,2699.65
2024-01-07 14:05:00,14,5,6,2703.63
2024-01-07 14:10:00,14,10,6,2696.91
2024-01-07 14:15:00,14,15,6,2695.63
2024-01-07 14:20:00,14,20,6,2702.82
2024-01-07 14:25:00,14,25,6,2701.21
2024-01-07 14:30:00,14,30,6,1995.74
2024-01-07 14:35:00,14,35,6,1999.22
2024-01-07 14:40:00,14,40,6,2004.98
2024-01-07 14:45:00,14,45,6,2001.75
2024-01-07 14:50:00,14,50,6,2004.89
2024-01-07 14:55:00,14,55,6,1999.46
2024-01-07 15:00:00,15,0,6,1377.14
2024-01-07 15:05:00,15,5,6,1383.13
2024-01-07 15:10:00,15,10,6,1375.72
2024-01-07 15:15:00,15,15,6,1378.45
2024-01-07 15:20:00,15,20,6,1384.88
2024-01-07 15:25:00,15,25,6,1382.03
2024-01-07 15:30:00,15,30,6,682.29
2024-01-07 15:35:00,15,35,6,679.74
2024-01-07 15:40:00,15,40,6,678.47
2024-01-07 15:45:00,15,45,6,676.82
2024-01-07 15:50:00,15,50,6,682.65
2024-01-07 15:55:00,15,55,6,683.06
2024-01-07 16:00:00,16,0,6,2695.62
2024-01-07 16:05:00,16,5,6,2697.26
2024-01-07 16:10:00,16,10,6,2701.13
2024-01-07 16:15:00,16,15,6,2696.08
2024-01-07 16:20:00,16,20,6,2701.01
2024-01-07 16:25:00,16,25,6,2699.51
2024-01-07 16:30:00,16,30,6,1998.12
2024-01-07 16:35:00,16,35,6,1997.24
2024-01-07 16:40:00,16,40,6,2000.98
2024-01-07 16:45:00,16,45,6,2004.35
2024-01-07 16:50:00,16,50,6,2002.69
2024-01-07 16:55:00,16,55,6,2004.76
2024-01-07 17:00:00,17,0,6,1380.4
2024-01-07 17:05:00,17,5,6,1384.43
2024-01-07 17:10:00,17,10,6,1382.01
2024-01-07 17:15:00,17,15,6,1382.6
2024-01-07 17:20:00,17,20,6,1383.67
2024-01-07 17:25:00,17,25,6,1380.75
2024-01-07 17:30:00,17,30,6,676.49
2024-01-07 17:35:00,17,35,6,680.19
2024-01-07 17:40:00,17,40,6,683.06
2024-01-07 17:45:00,17,45,6,676.44
2024-01-07 17:50:00,17,50,6,677.77
2024-01-07 17:55:00,17,55,6,681.75
2024-01-07 18:00:00,18,0,6,2784.12
2024-01-07 18:05:00,18,5,6,2781.84
2024-01-07 18:10:00,18,10,6,2784.48
2024-01-07 18:15:00,18,15,6,2783.53
2024-01-07 18:20:00,18,20,6,2784.92
2024-01-07 18:25:00,18,25,6,2783.47
2024-01-07 18:30:00,18,30,6,2079.42
2024-01-07 18:35:00,18,35,6,2079.56
2024-01-07 18:40:00,18,40,6,2083.96
2024-01-07 18:45:00,18,45,6,2081.51
2024-01-07 18:50:00,18,50,6,2075.54
2024-01-07 18:55:00,18,55,6,2079.48
2024-01-07 19:00:00,19,0,6,1456.52
2024-01-07 19:05:00,19,5,6,1461.6
2024-01-07 19:10:00,19,10,6,1456.13
2024-01-07 19:15:00,19,15,6,1458.25
2024-01-07 19:20:00,19,20,6,1462.54
2024-01-07 19:25:00,19,25,6,1456.45
2024-01-07 19:30:00,19,30,6,761.13
2024-01-07 19:35:00,19,35,6,763.95
2024-01-07 19:40:00,19,40,6,763.07
2024-01-07 19:45:00,19,45,6,755.44
2024-01-07 19:50:00,19,50,6,760.43
2024-01-07 19:55:00,19,55,6,764.76
2024-01-07 20:00:00,20,0,6,2783.55
2024-01-07 20:05:00,20,5,6,2781.15
2024-01-07 20:10:00,20,10,6,2778.4
2024-01-07 20:15:00,20,15,6,2779.12
2024-01-07 20:20:00,20,20,6,2782.02
2024-01-07 20:25:00,20,25,6,2775.1
2024-01-07 20:30:00,20,30,6,2076.84
2024-01-07 20:35:00,20,35,6,2082.66
2024-01-07 20:40:00,20,40,6,2082.29
2024-01-07 20:45:00,20,45,6,2076.18
2024-01-07 20:50:00,20,50,6,2081.92
2024-01-07 20:55:00,20,55,6,2083.56
2024-01-07 21:00:00,21,0,6,1459.99
2024-01-07 21:05:00,21,5,6,1462.96
2024-01-07 21:10:00,21,10,6,1459.62
2024-01-07 21:15:00,21,15,6,1459.13
2024-01-07 21:20:00,21,20,6,1458.39
2024-01-07 21:25:00,21,25,6,1456.86
2024-01-07 21:30:00,21,30,6,758.79
2024-01-07 21:35:00,21,35,6,763.77
2024-01-07 21:40:00,21,40,6,763.39
2024-01-07 21:45:00,21,45,6,759.42
2024-01-07 21:50:00,21,50,6,759.46
2024-01-07 21:55:00,21,55,6,759.85
2024-01-07 22:00:00,22,0,6,2384.8
2024-01-07 22:05:00,22,5,6,2382.36
2024-01-07 22:10:00,22,10,6,2382.92
2024-01-07 22:15:00,22,15,6,2375.12
2024-01-07 22:20:00,22,20,6,2383.71
2024-01-07 22:25:00,22,25,6,2384.95
2024-01-07 22:30:00,22,30,6,1675.82
2024-01-07 22:35:00,22,35,6,1682.7
2024-01-07 22:40:00,22,40,6,1682.53
2024-01-07 22:45:00,22,45,6,1683.66
2024-01-07 22:50:00,22,50,6,1679.9
2024-01-07 22:55:00,22,55,6,1683.61
2024-01-07 23:00:00,23,0,6,2382.74
2024-01-07 23:05:00,23,5,6,2382.56
2024-01-07 23:10:00,23,10,6,2376.23
2024-01-07 23:15:00,23,15,6,2384.2
2024-01-07 23:20:00,23,20,6,2377.15
2024-01-07 23:25:00,23,25,6,2383.45
2024-01-07 23:30:00,23,30,6,1679.81
2024-01-07 23:35:00,23,35,6,1680.27
2024-01-07 23:40:00,23,40,6,1675.22
2024-01-07 23:45:00,23,45,6,1681.73
2024-01-07 23:50:00,23,50,6,1679.08
2024-01-07 23:55:00,23,55,6,1677.91
2024-01-08 00:00:00,0,0,0,2384.62
2024-01-08 00:05:00,0,5,0,2384.97
2024-01-08 00:10:00,0,10,0,2375.15
2024-01-08 00:15:00,0,15,0,2383.59
2024-01-08 00:20:00,0,20,0,2382.68
2024-01-08 00:25:00,0,25,0,2383.89
2024-01-08 00:30:00,0,30,0,1682.95
2024-01-08 00:35:00,0,35,0,1677.39
2024-01-08 00:40:00,0,40,0,1683.04
2024-01-08 00:45:00,0,45,0,1682.89
2024-01-08 00:50:00,0,50,0,1680.97
2024-01-08 00:55:00,0,55,0,1675.22
2024-01-08 01:00:00,1,0,0,2379.77
2024-01-08 01:05:00,1,5,0,2376.47
2024-01-08 01:10:00,1,10,0,2382.54
2024-01-08 01:15:00,1,15,0,2383.01
2024-01-08 01:20:00,1,20,0,2376.18
2024-01-08 01:25:00,1,25,0,2375.71
2024-01-08 01:30:00,1,30,0,1677.85
2024-01-08 01:35:00,1,35,0,1681.26
2024-01-08 01:40:00,1,40,0,1675.39
2024-01-08 01:45:00,1,45,0,1684.07
2024-01-08 01:50:00,1,50,0,1684.9
2024-01-08 01:55:00,1,55,0,1679.89
2024-01-08 02:00:00,2,0,0,2378.4
2024-01-08 02:05:00,2,5,0,2376.69
2024-01-08 02:10:00,2,10,0,2379.79
2024-01-08 02:15:00,2,15,0,2375.33
2024-01-08 02:20:00,2,20,0,2381.57
2024-01-08 02:25:00,2,25,0,2376.15
2024-01-08 02:30:00,2,30,0,1679.43
2024-01-08 02:35:00,2,35,0,1682.26
2024-01-08 02:40:00,2,40,0,1682.61
2024-01-08 02:45:00,2,45,0,1684.88
2024-01-08 02:50:00,2,50,0,1679.09
2024-01-08 02:55:00,2,55,0,1680.6
2024-01-08 03:00:00,3,0,0,2378.54
2024-01-08 03:05:00,3,5,0,2384.91
2024-01-08 03:10:00,3,10,0,2383.26
2024-01-08 03:15:00,3,15,0,2379.82
2024-01-08 03:20:00,3,20,0,2382.63
2024-01-08 03:25:00,3,25,0,2381.0
2024-01-08 03:30:00,3,30,0,1677.71
2024-01-08 03:35:00,3,35,0,1675.61
2024-01-08 03:40:00,3,40,0,1681.25
2024-01-08 03:45:00,3,45,0,1681.7
2024-01-08 03:50:00,3,50,0,1682.87
2024-01-08 03:55:00,3,55,0,1684.51
2024-01-08 04:00:00,4,0,0,2379.24
2024-01-08 04:05:00,4,5,0,2384.15
2024-01-08 04:10:00,4,10,0,2379.83
2024-01-08 04:15:00,4,15,0,2383.53
2024-01-08 04:20:00,4,20,0,2381.76
2024-01-08 04:25:00,4,25,0,2382.9
2024-01-08 04:30:00,4,30,0,1678.86
2024-01-08 04:35:00,4,35,0,1678.42
2024-01-08 04:40:00,4,40,0,1679.16
2024-01-08 04:45:00,4,45,0,1681.55
2024-01-08 04:50:00,4,50,0,1678.94
2024-01-08 04:55:00,4,55,0,1677.61
2024-01-08 05:00:00,5,0,0,3335.11
2024-01-08 05:05:00,5,5,0,3343.74
2024-01-08 05:10:00,5,10,0,11397.22
2024-01-08 05:15:00,5,15,0,11393.01
2024-01-08 05:20:00,5,20,0,11398.32
2024-01-08 05:25:00,5,25,0,3339.75
2024-01-08 05:30:00,5,30,0,10684.42
2024-01-08 05:35:00,5,35,0,10677.77
2024-01-08 05:40:00,5,40,0,10679.68
2024-01-08 05:45:00,5,45,0,10678.11
2024-01-08 05:50:00,5,50,0,10675.28
2024-01-08 05:55:00,5,55,0,10677.29
2024-01-08 06:00:00,6,0,0,19310.65
2024-01-08 06:05:00,6,5,0,19313.03
2024-01-08 06:10:00,6,10,0,19317.55
2024-01-08 06:15:00,6,15,0,19311.94
2024-01-08 06:20:00,6,20,0,11304.12
2024-01-08 06:25:00,6,25,0,11303.36
2024-01-08 06:30:00,6,30,0,0.0
2024-01-08 06:35:00,6,35,0,0.0
2024-01-08 06:40:00,6,40,0,1.16
2024-01-08 06:45:00,6,45,0,2.42
2024-01-08 06:50:00,6,50,0,0.0
2024-01-08 06:55:00,6,55,0,1.9
2024-01-08 07:00:00,7,0,0,696.03
2024-01-08 07:05:00,7,5,0,700.81
2024-01-08 07:10:00,7,10,0,704.63
2024-01-08 07:15:00,7,15,0,699.71
2024-01-08 07:20:00,7,20,0,701.66
2024-01-08 07:25:00,7,25,0,700.23
2024-01-08 07:30:00,7,30,0,1.11
2024-01-08 07:35:00,7,35,0,0.0
2024-01-08 07:40:00,7,40,0,0.0
2024-01-08 07:45:00,7,45,0,3.77
2024-01-08 07:50:00,7,50,0,0.0
2024-01-08 07:55:00,7,55,0,4.9
2024-01-08 08:00:00,8,0,0,703.83
2024-01-08 08:05:00,8,5,0,697.22
2024-01-08 08:10:00,8,10,0,704.84
2024-01-08 08:15:00,8,15,0,704.41
2024-01-08 08:20:00,8,20,0,700.39
2024-01-08 08:25:00,8,25,0,699.64
2024-01-08 08:30:00,8,30,0,2.15
2024-01-08 08:35:00,8,35,0,4.74
2024-01-08 08:40:00,8,40,0,2.01
2024-01-08 08:45:00,8,45,0,3.03
2024-01-08 08:50:00,8,50,0,4.33
2024-01-08 08:55:00,8,55,0,0.0
2024-01-08 09:00:00,9,0,0,1933.49
2024-01-08 09:05:00,9,5,0,1931.65
2024-01-08 09:10:00,9,10,0,1934.78
2024-01-08 09:15:00,9,15,0,1928.76
2024-01-08 09:20:00,9,20,0,1933.76
2024-01-08 09:25:00,9,25,0,1927.54
2024-01-08 09:30:00,9,30,0,1226.91
2024-01-08 09:35:00,9,35,0,1232.5
2024-01-08 09:40:00,9,40,0,1226.26
2024-01-08 09:45:00,9,45,0,1226.74
2024-01-08 09:50:00,9,50,0,1233.33
2024-01-08 09:55:00,9,55,0,1233.49
2024-01-08 10:00:00,10,0,0,1941.92
2024-01-08 10:05:00,10,5,0,1940.16
2024-01-08 10:10:00,10,10,0,1940.03
2024-01-08 10:15:00,10,15,0,1949.99
2024-01-08 10:20:00,10,20,0,1944.23
2024-01-08 10:25:00,10,25,0,1948.06
2024-01-08 10:30:00,10,30,0,1243.56
2024-01-08 10:35:00,10,35,0,1242.16
2024-01-08 10:40:00,10,40,0,1248.41
2024-01-08 10:45:00,10,45,0,1247.44
2024-01-08 10:50:00,10,50,0,1243.24
2024-01-08 10:55:00,10,55,0,1241.2
2024-01-08 11:00:00,11,0,0,3225.73
2024-01-08 11:05:00,11,5,0,3228.83
2024-01-08 11:10:00,11,10,0,3229.84
2024-01-08 11:15:00,11,15,0,3232.7
2024-01-08 11:20:00,11,20,0,3233.52
2024-01-08 11:25:00,11,25,0,3230.62
2024-01-08 11:30:00,11,30,0,2529.73
2024-01-08 11:35:00,11,35,0,2525.46
2024-01-08 11:40:00,11,40,0,2528.49
2024-01-08 11:45:00,11,45,0,2534.79
2024-01-08 11:50:00,11,50,0,2525.43
2024-01-08 11:55:00,11,55,0,2527.28
2024-01-08 12:00:00,12,0,0,3229.67
2024-01-08 12:05:00,12,5,0,3234.89
2024-01-08 12:10:00,12,10,0,3230.72
2024-01-08 12:15:00,12,15,0,3232.78
2024-01-08 12:20:00,12,20,0,3225.02
2024-01-08 12:25:00,12,25,0,3230.54
2024-01-08 12:30:00,12,30,0,2532.26
2024-01-08 12:35:00,12,35,0,2530.91
2024-01-08 12:40:00,12,40,0,2526.9
2024-01-08 12:45:00,12,45,0,2530.33
2024-01-08 12:50:00,12,50,0,2534.08
2024-01-08 12:55:00,12,55,0,2526.17
2024-01-08 13:00:00,13,0,0,732.82
2024-01-08 13:05:00,13,5,0,730.38
2024-01-08 13:10:00,13,10,0,726.69
2024-01-08 13:15:00,13,15,0,734.68
2024-01-08 13:20:00,13,20,0,733.12
2024-01-08 13:25:00,13,25,0,725.29
2024-01-08 13:30:00,13,30,0,33.45
2024-01-08 13:35:00,13,35,0,34.76
2024-01-08 13:40:00,13,40,0,27.69
2024-01-08 13:45:00,13,45,0,30.86
2024-01-08 13:50:00,13,50,0,30.97
2024-01-08 13:55:00,13,55,0,28.76
2024-01-08 14:00:00,14,0,0,2174.6
2024-01-08 14:05:00,14,5,0,2168.38
2024-01-08 14:10:00,14,10,0,2170.96
2024-01-08 14:15:00,14,15,0,2169.79
2024-01-08 14:20:00,14,20,0,2167.35
2024-01-08 14:25:00,14,25,0,2165.55
2024-01-08 14:30:00,14,30,0,1473.09
2024-01-08 14:35:00,14,35,0,1471.53
2024-01-08 14:40:00,14,40,0,1472.91
2024-01-08 14:45:00,14,45,0,1471.85
2024-01-08 14:50:00,14,50,0,1466.06
2024-01-08 14:55:00,14,55,0,1467.55
2024-01-08 15:00:00,15,0,0,2135.89
2024-01-08 15:05:00,15,5,0,2141.89
2024-01-08 15:10:00,15,10,0,2139.68
2024-01-08 15:15:00,15,15,0,2144.97
2024-01-08 15:20:00,15,20,0,2138.29
2024-01-08 15:25:00,15,25,0,2138.89
2024-01-08 15:30:00,15,30,0,1439.78
2024-01-08 15:35:00,15,35,0,1442.52
2024-01-08 15:40:00,15,40,0,1444.09
2024-01-08 15:45:00,15,45,0,1438.14
2024-01-08 15:50:00,15,50,0,1441.19
2024-01-08 15:55:00,15,55,0,1441.54
2024-01-08 16:00:00,16,0,0,2135.94
2024-01-08 16:05:00,16,5,0,2140.51
2024-01-08 16:10:00,16,10,0,2139.02
2024-01-08 16:15:00,16,15,0,2135.06
2024-01-08 16:20:00,16,20,0,2138.25
2024-01-08 16:25:00,16,25,0,2136.54
2024-01-08 16:30:00,16,30,0,1444.11
2024-01-08 16:35:00,16,35,0,1435.99
2024-01-08 16:40:00,16,40,0,1437.09
2024-01-08 16:45:00,16,45,0,1442.54
2024-01-08 16:50:00,16,50,0,1440.67
2024-01-08 16:55:00,16,55,0,1440.3
2024-01-08 17:00:00,17,0,0,2137.78
2024-01-08 17:05:00,17,5,0,2141.03
2024-01-08 17:10:00,17,10,0,2140.24
2024-01-08 17:15:00,17,15,0,2140.05
2024-01-08 17:20:00,17,20,0,2144.95
2024-01-08 17:25:00,17,25,0,2142.73
2024-01-08 17:30:00,17,30,0,1444.55
2024-01-08 17:35:00,17,35,0,1444.98
2024-01-08 17:40:00,17,40,0,1440.14
2024-01-08 17:45:00,17,45,0,1440.51
2024-01-08 17:50:00,17,50,0,1441.71
2024-01-08 17:55:00,17,55,0,1436.3
2024-01-08 18:00:00,18,0,0,2217.12
2024-01-08 18:05:00,18,5,0,2222.41
2024-01-08 18:10:00,18,10,0,2215.83
2024-01-08 18:15:00,18,15,0,2216.1
2024-01-08 18:20:00,18,20,0,2224.19
2024-01-08 18:25:00,18,25,0,2215.78
2024-01-08 18:30:00,18,30,0,1523.96
2024-01-08 18:35:00,18,35,0,1524.59
2024-01-08 18:40:00,18,40,0,1517.28
2024-01-08 18:45:00,18,45,0,1523.63
2024-01-08 18:50:00,18,50,0,1517.73
2024-01-08 18:55:00,18,55,0,1524.21
2024-01-08 19:00:00,19,0,0,3337.87
2024-01-08 19:05:00,19,5,0,3338.66
2024-01-08 19:10:00,19,10,0,3342.07
2024-01-08 19:15:00,19,15,0,3341.5
2024-01-08 19:20:00,19,20,0,3337.05
2024-01-08 19:25:00,19,25,0,3335.33
2024-01-08 19:30:00,19,30,0,2626.06
2024-01-08 19:35:00,19,35,0,2626.46
2024-01-08 19:40:00,19,40,0,2629.85
2024-01-08 19:45:00,19,45,0,2629.02
2024-01-08 19:50:00,19,50,0,2628.32
2024-01-08 19:55:00,19,55,0,2626.63
2024-01-08 20:00:00,20,0,0,2705.05
2024-01-08 20:05:00,20,5,0,2704.67
2024-01-08 20:10:00,20,10,0,2701.5
2024-01-08 20:15:00,20,15,0,2701.31
2024-01-08 20:20:00,20,20,0,2701.38
2024-01-08 20:25:00,20,25,0,2707.22
2024-01-08 20:30:00,20,30,0,2007.22
2024-01-08 20:35:00,20,35,0,2008.92
2024-01-08 20:40:00,20,40,0,2002.07
2024-01-08 20:45:00,20,45,0,2000.61
2024-01-08 20:50:00,20,50,0,2007.82
2024-01-08 20:55:00,20,55,0,2008.35
2024-01-08 21:00:00,21,0,0,2703.62
2024-01-08 21:05:00,21,5,0,2706.44
2024-01-08 21:10:00,21,10,0,2705.35
2024-01-08 21:15:00,21,15,0,2701.79
2024-01-08 21:20:00,21,20,0,2703.23
2024-01-08 21:25:00,21,25,0,2700.41
2024-01-08 21:30:00,21,30,0,2004.21
2024-01-08 21:35:00,21,35,0,2006.91
2024-01-08 21:40:00,21,40,0,2009.13
2024-01-08 21:45:00,21,45,0,2009.34
2024-01-08 21:50:00,21,50,0,2006.4
2024-01-08 21:55:00,21,55,0,2009.92
2024-01-08 22:00:00,22,0,0,2376.64
2024-01-08 22:05:00,22,5,0,2381.89
2024-01-08 22:10:00,22,10,0,2375.25
2024-01-08 22:15:00,22,15,0,2383.02
2024-01-08 22:20:00,22,20,0,2383.55
2024-01-08 22:25:00,22,25,0,2380.66
2024-01-08 22:30:00,22,30,0,1677.15
2024-01-08 22:35:00,22,35,0,1676.91
2024-01-08 22:40:00,22,40,0,1681.23
2024-01-08 22:45:00,22,45,0,1675.94
2024-01-08 22:50:00,22,50,0,1680.99
2024-01-08 22:55:00,22,55,0,1682.05
2024-01-08 23:00:00,23,0,0,2376.34
2024-01-08 23:05:00,23,5,0,2383.13
2024-01-08 23:10:00,23,10,0,2383.37
2024-01-08 23:15:00,23,15,0,2378.09
2024-01-08 23:20:00,23,20,0,2375.24
2024-01-08 23:25:00,23,25,0,2376.13
2024-01-08 23:30:00,23,30,0,1681.29
2024-01-08 23:35:00,23,35,0,1680.77
2024-01-08 23:40:00,23,40,0,1678.43
2024-01-08 23:45:00,23,45,0,1679.78
2024-01-08 23:50:00,23,50,0,1680.26
2024-01-08 23:55:00,23,55,0,1678.36
2024-01-09 00:00:00,0,0,1,2375.76
2024-01-09 00:05:00,0,5,1,2382.58
2024-01-09 00:10:00,0,10,1,2378.31
2024-01-09 00:15:00,0,15,1,2380.33
2024-01-09 00:20:00,0,20,1,2381.54
2024-01-09 00:25:00,0,25,1,2376.91
2024-01-09 00:30:00,0,30,1,1678.97
2024-01-09 00:35:00,0,35,1,1679.36
2024-01-09 00:40:00,0,40,1,1681.92
2024-01-09 00:45:00,0,45,1,1683.51
2024-01-09 00:50:00,0,50,1,1681.43
2024-01-09 00:55:00,0,55,1,1677.6
2024-01-09 01:00:00,1,0,1,2377.22
2024-01-09 01:05:00,1,5,1,2380.75
2024-01-09 01:10:00,1,10,1,2382.25
2024-01-09 01:15:00,1,15,1,2382.09
2024-01-09 01:20:00,1,20,1,2377.64
2024-01-09 01:25:00,1,25,1,2379.92
2024-01-09 01:30:00,1,30,1,1680.39
2024-01-09 01:35:00,1,35,1,1676.98
2024-01-09 01:40:00,1,40,1,1681.54
2024-01-09 01:45:00,1,45,1,1681.33
2024-01-09 01:50:00,1,50,1,1675.89
2024-01-09 01:55:00,1,55,1,1683.55
2024-01-09 02:00:00,2,0,1,2381.21
2024-01-09 02:05:00,2,5,1,2376.64
2024-01-09 02:10:00,2,10,1,2376.1
2024-01-09 02:15:00,2,15,1,2377.72
2024-01-09 02:20:00,2,20,1,2384.84
2024-01-09 02:25:00,2,25,1,2384.97
2024-01-09 02:30:00,2,30,1,1678.53
2024-01-09 02:35:00,2,35,1,1678.5
2024-01-09 02:40:00,2,40,1,1678.78
2024-01-09 02:45:00,2,45,1,1675.43
2024-01-09 02:50:00,2,50,1,1681.26
2024-01-09 02:55:00,2,55,1,1680.66
2024-01-09 03:00:00,3,0,1,2382.02
2024-01-09 03:05:00,3,5,1,2375.1
2024-01-09 03:10:00,3,10,1,2380.21
2024-01-09 03:15:00,3,15,1,2384.03
2024-01-09 03:20:00,3,20,1,2383.04
2024-01-09 03:25:00,3,25,1,2382.58
2024-01-09 03:30:00,3,30,1,1681.24
2024-01-09 03:35:00,3,35,1,1684.08
2024-01-09 03:40:00,3,40,1,1680.2
2024-01-09 03:45:00,3,45,1,1683.61
2024-01-09 03:50:00,3,50,1,1681.93
2024-01-09 03:55:00,3,55,1,1675.94
2024-01-09 04:00:00,4,0,1,2380.68
2024-01-09 04:05:00,4,5,1,2380.7
2024-01-09 04:10:00,4,10,1,2381.44
2024-01-09 04:15:00,4,15,1,2384.36
2024-01-09 04:20:00,4,20,1,2376.96
2024-01-09 04:25:00,4,25,1,2377.79
2024-01-09 04:30:00,4,30,1,1682.28
2024-01-09 04:35:00,4,35,1,1677.95
2024-01-09 04:40:00,4,40,1,1679.24
2024-01-09 04:45:00,4,45,1,1683.36
